Date,Time,Obs,Qflag,Tree,Age Class,SLA,Na,Pa,Press,PARi,Cond,Ci,Photo,Trmmol,VpdL,StmRat,BLCond,Tair,TBlk,Tleaf,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow
14/02/2002,8:17,26.5,1,2,1,4.068,3.289,0.399,86.8775,400,0.45425,288.75,11.825,5.505,1.18,1,2.84,27.31,27.79,25.295,359.7,343.25,17.18975,23.631,40.9725,56.33,500.45
14/02/2002,9:23,2.5,1,2,1,4.068,3.289,0.399,86.89,1500,0.4045,258,16.25,5.6075,1.33,1,2.84,28.595,29.085,27.65,359.2,337.45,20.96325,27.5045,46.3525,60.82,500.15
14/02/2002,8:23,34.5,1,2,1,4.306,2.731,0.319,86.8775,400,0.419,281.75,12.6,5.33,1.23,1,2.84,27.7275,28.3,25.6825,360.7,343.375,17.732,23.96925,41.245,55.7525,500.375
14/02/2002,8:30,42.5,1,2,1,4.315,3.281,0.373,86.8775,400,0.464,283.25,13.15,5.8375,1.23,1,2.84,28.18,28.685,26.205,360.35,342.15,18.33975,25.15925,41.5525,56.9975,500.475
14/02/2002,9:27,6.5,1,2,1,4.315,3.281,0.373,86.8925,1499,0.45775,257.25,18.375,5.8375,1.24,1,2.84,28.48,28.98,27.405,361.675,337.05,21.09425,27.90225,46.9675,62.1225,500.175
14/02/2002,8:40,50.5,1,2,1,4.185,3.353,0.438,86.8725,399,0.43975,275.5,13.925,5.7275,1.26,1,2.84,28.68,29.22,26.5925,359.325,340.275,18.98625,25.68475,41.7825,56.5275,499.25
14/02/2002,9:54,18.5,1,1,1,4.71,3.922,0.327,86.89,1501,0.45525,275.75,14.4,6.09,1.3,1,2.84,28.0975,28.45,27.3425,360.475,340.825,19.8935,27.02175,45.2975,61.5225,499.225
14/02/2002,9:56,22.5,1,1,1,5.34,3.089,0.333,86.885,1500,0.452,279.25,13.775,6.12,1.3175,1,2.84,28.0525,28.4075,27.28,360.975,341.975,19.59825,26.75425,44.73,61.06,499.375
14/02/2002,10:54,6.5,1,1,1,4.56,3.2,0.265,86.9125,1500,0.53825,263.25,18.35,8.3025,1.5375,1,2.84,30.3125,30.5425,28.7275,360.65,335.325,18.191,27.8675,36.45,55.8425,500.4
14/02/2002,11:01,14.5,1,1,1,4.992,3.135,0.267,86.915,1500,0.435,278.5,12.625,8.205,1.8175,1,2.84,31.1625,31.43,29.925,360.25,341.8,18.3145,27.8745,34.9575,53.2075,500.7
14/02/2002,11:25,ac3,1,2,1,4.036,3.475,0.453,86.91857143,1501,0.209,243.1428571,11.24285714,4.267142857,1.838571429,1,2.84,29.20142857,29.52,29.02,359.9,344.6285714,20.18342857,25.18471429,43.11,53.79428571,499.3428571
14/02/2002,12:18,18.5,1,1,1,3.948,3.634,0.521,86.91,199,0.22525,303,5.625,2.9075,1.175,1,2.84,25.615,25.87,24.475,360.725,352.725,18.49825,21.91625,48.7375,57.735,499.625
14/02/2002,12:37,42.5,1,2,1,4.234,3.331,0.231,86.89,200,0.23975,307.25,5.3775,3.1175,1.19,1,2.84,25.4075,25.675,24.13,361.125,353.325,17.3535,21.02375,46.285,56.0625,499.525
14/02/2002,14:12,10.5,1,1,1,4.185,2.943,0.215,86.8325,301,0.376,290.5,9.91,5.1875,1.3175,1,2.84,26.93,27.27,25.255,359.225,344.975,15.943,22.02475,38.835,53.645,500.7
14/02/2002,14:24,26.5,1,1,1,4.657,2.867,0.248,86.83,300,0.3315,289,9.545,4.6025,1.3075,1,2.84,26.1125,26.4125,24.655,360.65,347.4,15.42775,20.8365,39.435,53.265,499.5
14/02/2002,14:43,50.5,1,2,1,3.78,2.809,0.432,86.7725,299,0.14,278.75,5.3725,2.4225,1.5325,1,2.84,24.7575,24.9075,24.2,358.925,351.725,14.379,17.241,39.815,47.74,499.55
14/02/2002,16:10,29.5,1,2,1,4.311,2.173,0.322,86.74,201,0.102166667,258.3333333,5.428333333,1.371666667,1.17,1,2.84,24.41,24.505,24.10166667,359.2666667,352.2166667,19.6365,21.2485,55.495,60.04833333,500.4166667
14/02/2002,16:29,53.5,1,1,1,4.896,3.36,0.382,86.73,200,0.059116667,210.5,4.916666667,0.849666667,1.24,1,2.84,24.05,24.125,23.88166667,358.9833333,352.6666667,19.03266667,20.03116667,54.95666667,57.83833333,500.6833333
14/02/2002,16:49,77.5,1,1,1,4.966,2.401,0.267,86.735,200,0.06105,205,5.398333333,0.992166667,1.398333333,1,2.84,24.85333333,24.89833333,24.73,363.4,356.75,18.76166667,19.93066667,51.635,54.85,499.3666667
15/02/2002,8:12,27.5,1,10,1,4.804,3.455,0.362,87.67,101,0.174166667,298,5.481666667,0.855666667,0.446666667,1,2.84,19.365,19.43,19.09833333,360.6,353.8,19.2105,20.2175,74.66,78.57333333,499.5166667
15/02/2002,8:37,51.5,1,10,1,5.15,3.126,0.263,87.665,101,0.222333333,317.5,5.495,2.66,1.108333333,1,2.84,20.33,20.47666667,19.60333333,374.6666667,366.8666667,10.31933333,13.47166667,37.76833333,49.29333333,500.4666667
15/02/2002,8:44,63.5,1,10,1,4.68,3.606,0.245,87.67333333,101,0.243666667,316.8333333,6.861666667,2.745,1.051666667,1,2.84,20.63,20.74666667,19.80666667,382,372.05,11.249,14.47516667,40.29333333,51.95333333,500.3833333
15/02/2002,8:56,75.5,1,10,1,4.618,3.152,0.252,87.66,101,0.334166667,330,5.013333333,3.546666667,1.02,1,2.84,20.69833333,20.84666667,19.62,370.15,362.5666667,10.30383333,14.52883333,36.99333333,51.99,500.3833333
15/02/2002,9:12,99.5,1,10,1,5.224,3.195,0.257,87.65,100,0.250333333,319.1666667,5.188333333,3.088333333,1.15,1,2.84,20.935,21.03333333,20.09833333,369.5,361.95,10.14733333,13.7965,35.77833333,48.64333333,500.4
15/02/2002,10:32,39.5,1,10,1,4.963,3.14,0.178,87.63166667,200,0.2585,272.5,9.711666667,4.426666667,1.595,1,2.84,25.875,26.07833333,24.64166667,360,346.5166667,12.1095,17.32716667,31.68166667,45.33333333,500.4666667
15/02/2002,10:48,63.5,1,9,1,4.613,3.527,0.201,87.63166667,201,0.296166667,293.6666667,8.125,4.188333333,1.335,1,2.84,24.415,24.63,23.08666667,360.8,349.3,12.17933333,17.11433333,34.755,48.84166667,500.5166667
15/02/2002,11:57,15.5,1,9,1,4.249,3.677,0.206,87.58166667,200,0.265666667,297.6666667,8.03,3.87,1.361666667,1,2.84,24.4,24.52166667,23.40333333,369.3,357.9333333,12.93583333,17.48033333,36.85666667,49.86666667,500.4666667
15/02/2002,12:04,27.5,1,9,1,6.708,2.932,0.246,87.57666667,200,0.092616667,316,2.225,1.828333333,1.743333333,1,2.84,24.97333333,25.095,24.51333333,369.6,366.1833333,13.20333333,15.3545,36.42,42.37833333,500.45
15/02/2002,12:19,51.5,1,10,1,5.698,2.291,0.196,87.55666667,200,0.259166667,294.1666667,8.351666667,3.985,1.43,1,2.84,25.33333333,25.46,24.28333333,369.8833333,358.1333333,13.774,18.46866667,37.18333333,49.85333333,499.5166667
15/02/2002,14:19,ac3,1,10,1,5.259,3.095,0.223,87.41285714,1501,0.277285714,233.2857143,14.54285714,8.37,2.78,1,2.84,33.34285714,33.62285714,32.46142857,360.0428571,339.1714286,14.46628571,24.26371429,24.55428571,41.18428571,500.2571429
15/02/2002,15:14,39.5,1,10,1,4.876,3.043,0.268,87.30833333,201,0.251666667,300.6666667,5.368333333,5.783333333,2.105,1,2.84,31.86833333,32.265,29.92666667,359.25,350.3666667,17.71033333,24.4855,32.625,45.10666667,499.7166667
15/02/2002,15:30,57.5,1,9,1,4.634,3.331,0.209,87.24,1500,0.3485,252.3333333,14.96666667,7.553333333,2.033333333,1,2.84,32.49,32.86333333,31.38,360.3,339.25,20.721,29.515,36.825,52.455,500.4166667
15/02/2002,15:39,ac4,1,9,1,4.071,3.205,0.175,87.22142857,1500,0.352857143,258.1428571,14.17142857,7.455714286,1.984285714,1,2.84,32.33571429,32.67714286,31.42571429,360.5285714,340.5,21.577,30.24057143,38.67571429,54.20142857,500.6
15/02/2002,17:04,39.5,1,10,1,4.698,2.63,0.17,87.10166667,417,0.147,265.8333333,6.771666667,3.471666667,2.093333333,1,2.84,29.14166667,29.44,28.12666667,364.1833333,354.55,15.78333333,19.87016667,33.90666667,42.68833333,499.4333333
15/02/2002,17:16,63.5,1,10,1,4.39,3.41,0.188,87.14,701,0.215166667,256.5,10.48333333,4.366666667,1.843333333,1,2.84,28.44833333,28.69166667,27.57,364.5833333,350.1333333,16.1945,21.32583333,36.22333333,47.705,499.6666667
11/02/2002,9:10,3.5,1,8,0,5.984,2.206,0.267,86.88166667,69,0.0909,288.1666667,3.546666667,0.452,0.4405,1,2.84,10.90333333,10.91333333,10.71833333,359.5,355.05,9.274833333,9.812833333,61.56166667,65.13333333,499.35
11/02/2002,11:25,57.5,1,7,0,5.858,2.408,0.243,87.09833333,700,0.191,235.3333333,11.96666667,1.186666667,0.566333333,1,2.84,17.245,17.29333333,17.47166667,359.05,344.1833333,15.09583333,16.49966667,66.58,72.77166667,499.15
11/02/2002,11:30,69.5,1,7,0,6.854,2.216,0.257,87.10333333,699,0.112,216.8333333,8.766666667,0.708166667,0.561666667,1,2.84,16.89,16.91333333,17.26666667,359.95,349.1666667,15.42033333,16.25566667,69.55166667,73.32,500.3333333
11/02/2002,14:43,21.5,1,8,0,6.156,2.295,0.25,87.15833333,200,0.159,306.6666667,4.236666667,1.178333333,0.667666667,1,2.84,18.13333333,18.285,17.82166667,360.9333333,355.3333333,14.44716667,15.83866667,60.285,66.09166667,499.4333333
11/02/2002,14:52,33.5,1,8,0,6.698,2.009,0.239,87.16,201,0.158166667,308,4.108333333,1.151666667,0.657,1,2.84,18.15,18.33166667,17.64333333,361.0833333,355.65,14.33766667,15.69583333,59.76833333,65.42833333,500.5
11/02/2002,17:10,14.5,1,7,0,6.877,1.922,0.263,87.1575,1501,0.17475,265.25,7.995,2.14,1.1,1,2.84,23.59,23.8075,24.045,358.975,348.5,19.32025,21.8315,57.615,65.1025,500.275
11/02/2002,17:18,22.5,1,7,0,6.469,2.529,0.268,87.16,1499,0.185,289.5,6.12,2,0.97625,1,2.84,22.4925,22.6425,23.265,359.225,351.025,19.3205,21.67125,61.58,69.075,500.3
12/02/2002,8:32,10.5,1,4,0,4.49,2.702,0.364,87.0025,50,0.17,346.25,1.5725,1.03,0.548,1,2.84,15.3625,15.4925,14.9,367.85,365.475,12.029,13.24775,59.73,65.7875,499.425
12/02/2002,9:02,18.5,1,3,0,5.939,2.575,0.264,87.03,50,0.2425,371,-0.7815,1.3625,0.52175,1,2.84,15.46,15.6,15.2125,368.925,369.15,12.327,13.938,60.865,68.83,499.425
12/02/2002,10:28,11.6,1,3,0,5.741,3.109,0.298,87.08,500,0.2182,325.8,3.986,2.35,0.99,1,2.84,20.076,20.282,19.712,368.9,363.14,12.2986,15.0968,45.552,55.812,500.46
12/02/2002,11:40,54.5,1,4,0,5.275,2.598,0.281,87.06,500,0.151,250.75,8.66,0.711,0.422,1,2.84,18.515,18.6075,18.63,359.55,348.85,19.067,19.9025,77.5875,80.99,500.25
12/02/2002,15:13,26.5,1,4,0,6.563,2.017,0.221,86.91,300,0.20675,297.75,5.8975,2.11,0.9295,1,2.84,21.245,21.365,20.8475,359.725,351.75,15.274,17.75825,52.395,60.92,500.45
12/02/2002,15:46,50.5,1,3,0,5.017,2.001,0.377,86.8875,300,0.41725,290,11.725,3.3475,0.78025,1,2.84,21.7625,21.985,20.7275,360.65,345.25,15.34275,19.27175,50.9775,64.025,501.375
12/02/2002,15:53,58.5,1,3,0,7.054,1.962,0.23,86.8775,300,0.195,274.25,8.1175,2.2525,1.05,1,2.84,22.385,22.5675,22.045,361.275,350.7,15.92175,18.57625,50.935,59.4175,500.575
12/02/2002,17:48,54.5,1,4,0,6.502,2.287,0.222,86.85,300,0.1965,298.75,5.335,2.78,1.28,1,2.84,22.9225,23.08,22.5025,360.575,352.95,13.4605,16.7415,41.655,51.8025,499.475
13/02/2002,9:28,2.5,1,6,0,6.751,1.919,0.192,87.86,50,0.44325,351.25,0.69825,2.6325,0.592,1,2.84,17.85,17.97,16.9775,360.275,358.35,12.24925,15.3665,52.45,65.7975,499.35
13/02/2002,9:34,6.5,1,6,0,6.966,1.812,0.188,87.86,50,0.42175,354.5,0.3785,2.425,0.56975,1,2.84,17.95,18.075,16.705,361.3,359.8,12.373,15.23675,52.6475,64.83,500.575
13/02/2002,9:37,10.5,1,6,0,6.321,2.247,0.252,87.8575,50,0.32925,368.25,-2.2,2.2525,0.65775,1,2.84,18.06,18.18,17.3175,359.1,360.775,12.4365,15.0965,52.555,63.7925,500.5
13/02/2002,11:31,22.5,1,5,0,7.049,2.381,0.202,87.8325,300,0.37075,307,7.81,2.7175,0.711,1,2.84,20.7925,20.885,20.2025,359.325,348.85,15.766,18.962,56.1875,67.5775,500.45
13/02/2002,14:27,6.5,1,5,0,5.361,2.95,0.322,87.72,1500,0.18775,247.25,10.21,2.6175,1.26,1,2.84,25.96,26.13,26.56,359.375,345.975,22.322,25.38725,58.1725,66.1575,499.3
13/02/2002,14:38,18.5,1,5,0,6.961,2.279,0.272,87.715,250,0.2035,304.25,5.165,1.9525,0.8765,1,2.84,24.265,24.545,23.485,359.75,352.65,20.80525,23.10075,59.975,66.5825,499.425
13/02/2002,14:51,30.5,1,6,0,6.54,2.268,0.265,87.74,1500,0.3195,266.5,12.825,4.3,1.27,1,2.84,27.0125,27.17,27.0425,361.1,343.925,21.4045,26.42625,52.4425,64.745,500.4
13/02/2002,16:00,26.5,1,6,0,5.512,2.353,0.249,87.7,1500,0.159,249.25,8.595,2.86,1.61,1,2.84,26.205,26.3125,26.8925,360.125,348.65,18.8375,22.19025,48.3625,56.97,500.325
13/02/2002,16:08,30.5,1,5,0,6.839,1.999,0.244,87.665,200,0.1975,347.75,0.468,2.18,1.0075,1,2.84,24.125,24.4325,23.285,359.7,358.175,18.6515,21.216,54.1825,61.6325,499.75
13/02/2002,16:11,34.5,1,5,0,7.272,2.313,0.229,87.665,200,0.1135,296.25,3.585,1.325,1.0375,1,2.84,23.8275,24.0925,22.8825,359.9,354.9,18.52725,20.08925,54.785,59.405,499.575
13/02/2002,17:06,2.5,1,5,0,6.554,2.071,0.211,87.6425,1500,0.27875,280,9.0875,5.0275,1.675,1,2.84,28.72,28.86,28.7225,359.375,346.375,20.164,26.04775,44.66,57.6925,499.3
13/02/2002,17:08,6.5,1,5,0,6.751,2.201,0.236,87.64,1500,0.21775,263.75,9.3725,4.19,1.7525,1,2.84,28.6375,28.765,28.7525,360.325,347.325,20.334,25.244,45.2575,56.1825,499.225
13/02/2002,17:14,10.5,1,6,0,6.446,2.323,0.23,87.67,1500,0.2955,263.5,12.075,5.29,1.6725,1,2.84,29.2375,29.4575,28.895,361.225,344.525,20.35975,26.53525,43.78,57.06,500.3
14/02/2002,7:50,2.5,1,2,0,6.287,3.041,0.235,86.85,400,0.451,291.5,11.675,4.275,0.92975,1,2.84,23.4175,23.7075,22.1625,359.775,343.975,15.1195,20.1535,45.41,60.5275,499.4
14/02/2002,7:58,10.5,1,2,0,6.675,2.69,0.218,86.86,399,0.38725,298,9.25,4.2075,1.045,1,2.84,24.45,24.6925,23.095,359.65,346.8,15.6735,20.61475,44.2525,58.205,500.5
14/02/2002,8:06,18.5,1,2,0,6.053,2.921,0.254,86.87,400,0.49675,303,9.775,5.3175,1.06,1,2.84,25.86,26.175,24.17,359.625,345.825,16.37175,22.612,42.5025,58.7,499.45
14/02/2002,9:32,10.5,1,2,0,6.451,2.537,0.222,86.89,1499,0.31925,276.25,10.95,4.8575,1.42,1,2.84,28.5025,28.99,27.8025,359.35,344.225,21.1655,26.8375,47.0725,59.685,500.3
14/02/2002,9:46,14.5,1,1,0,6.961,2.329,0.208,86.89,1500,0.4255,288.75,11.65,5.8575,1.33,1,2.84,28.3475,28.7025,27.6775,361.9,345.725,20.75025,27.5985,46.5625,61.93,499.325
14/02/2002,10:05,ac2,1,1,0,6.25,2.638,0.207,86.89,1498,0.360714286,263.4285714,14.11428571,5.74,1.502857143,1,2.84,28.29142857,28.59714286,27.72428571,360.6857143,341.3571429,18.93857143,25.66128571,42.63857143,57.77285714,499.2714286
14/02/2002,10:50,2.5,1,1,0,6.559,2.679,0.214,86.91,1501,0.327,290.25,8.63,6.3775,1.8225,1,2.84,30.095,30.26,29.13,360.725,347.675,18.18875,25.6425,36.9025,52.0275,500.3
14/02/2002,10:57,10.5,1,1,0,6.677,2.62,0.258,86.9175,1501,0.303,273,10.5,6.5275,1.995,1,2.84,30.59,30.7675,29.925,360.425,345.15,18.23125,25.85425,35.9575,50.9925,500.5
14/02/2002,11:15,22.5,1,2,0,6.065,2.46,0.246,86.93,1501,0.16,277,5.9775,3.5525,1.965,1,2.84,29.155,29.5125,28.9725,360.4,351.75,19.428,23.582,41.605,50.5025,500.475
14/02/2002,12:23,26.5,1,1,0,5.715,3.384,0.299,86.9075,200,0.2445,312.75,4.8175,3.06,1.1475,1,2.84,25.6975,25.9475,24.28,360.65,353.55,18.26225,21.85575,47.8925,57.315,499.575
14/02/2002,12:31,34.5,1,2,0,6.03,2.372,0.216,86.8975,201,0.357,330.25,3.645,3.765,1,1,2.84,25.155,25.465,23.7125,360.55,354.625,17.9195,22.34425,48.5325,60.51,499.475
14/02/2002,12:42,50.5,1,2,0,6.172,2.449,0.228,86.8875,201,0.258,336.5,1.55,3.8775,1.3825,1,2.84,26.7625,26.935,25.4575,359.375,355.875,17.13,21.6885,42.17,53.3875,499.525
14/02/2002,14:04,2.5,1,1,0,7.102,2.044,0.186,86.835,301,0.31375,271.75,6.5675,4.8675,1.45,1,2.84,27.6025,27.835,26.1,326.125,316.375,16.6815,22.3985,39.0725,52.465,499.15
14/02/2002,14:17,18.5,1,1,0,6.889,1.761,0.182,86.83,300,0.26275,303.25,5.99,3.9375,1.38,1,2.84,26.365,26.735,24.8175,359.875,351.25,15.68725,20.3125,39.5025,51.15,500.525
14/02/2002,14:38,42.5,1,2,0,6.563,2.247,0.254,86.7975,300,0.1475,281,5.58,2.475,1.49,1,2.84,24.9925,25.1925,24.15,360.8,352.975,14.7495,17.66875,40.28,48.25,499.3
14/02/2002,16:02,17.5,1,2,0,6.338,1.867,0.23,86.74,200,0.1145,297,3.406666667,1.418333333,1.086666667,1,2.84,24.32166667,24.44833333,23.83,358.05,352.8666667,19.96766667,21.64,56.73,61.47666667,499.3166667
14/02/2002,16:22,41.5,1,1,0,6.844,1.577,0.184,86.73666667,200,0.0754,252.8333333,4.351666667,0.987,1.131666667,1,2.84,23.89666667,24.02166667,23.50833333,359.4166667,353.8,19.288,20.44816667,56.205,59.58333333,500.5166667
14/02/2002,16:39,65.5,1,1,0,6.68,1.808,0.19,86.73833333,200,0.061166667,312.3333333,1.29,0.9285,1.31,1,2.84,24.46833333,24.50333333,24.24166667,357.0666667,354.95,18.86116667,19.95133333,53.11,56.18333333,500.3
15/02/2002,7:54,3.5,1,10,0,6.665,2.809,0.234,87.66833333,99,0.06935,280.8333333,3.093166667,0.318,0.403333333,1,2.84,17.91,18.01166667,17.67333333,359.2833333,355.45,18.16883333,18.5425,77.33166667,78.925,500.3333333
15/02/2002,8:04,15.5,1,10,0,6.698,2.445,0.199,87.68,101,0.114,305.3333333,3.305,0.568666667,0.444333333,1,2.84,18.82166667,18.87666667,18.6,360.1666667,355.9666667,18.79683333,19.46483333,75.57333333,78.26,500.85
15/02/2002,8:20,39.5,1,10,0,6.513,2.859,0.278,87.66,100,0.083833333,331.5,1.1935,0.507333333,0.533333333,1,2.84,19.825,19.89,19.67333333,359.45,357.3833333,19.54866667,20.14566667,73.82833333,76.07833333,500.25
15/02/2002,9:07,87.5,1,10,0,7.564,2.515,0.215,87.66,99,0.149166667,319.8333333,3.246666667,2.095,1.27,1,2.84,20.9,21.02833333,20.305,369,364.2166667,10.3165,12.79683333,36.46,45.225,500.35
15/02/2002,10:26,27.5,1,10,0,6.42,2.832,0.216,87.63333333,201,0.152,292.3333333,4.616666667,2.97,1.758333333,1,2.84,25.58,25.75333333,24.64,360.3166667,353.5,11.98,15.48333333,31.89833333,41.22666667,500.5666667
15/02/2002,10:42,51.5,1,9,0,5.821,3.097,0.229,87.63,201,0.218166667,292.5,6.365,3.505,1.478333333,1,2.84,24.82,25.085,23.52833333,359.8166667,350.9333333,12.2265,16.366,34.05833333,45.59166667,499.4333333
15/02/2002,10:53,75.5,1,9,0,5.902,2.917,0.232,87.61666667,201,0.188166667,292.6666667,5.605,3.1,1.5,1,2.84,24.28666667,24.46833333,23.38333333,360.05,352.0666667,12.13333333,15.79866667,34.88333333,45.42166667,499.3666667
15/02/2002,11:49,3.5,1,9,0,6.661,2.62,0.21,87.58333333,200,0.186833333,304.1666667,5.425,3.03,1.476666667,1,2.84,24.285,24.47833333,23.27666667,370.2,362.3333333,12.27833333,15.87533333,35.35833333,45.64,500.35
15/02/2002,12:14,39.5,1,10,0,6.196,2.633,0.23,87.565,200,0.136166667,323.6666667,2.546666667,2.586666667,1.696666667,1,2.84,25.30166667,25.42833333,24.57166667,370.25,366.0666667,12.96333333,16.02033333,35.06333333,43.33166667,499.35
15/02/2002,15:08,27.5,1,10,0,6.945,2.399,0.175,87.32833333,200,0.156333333,322.1666667,1.883333333,4.03,2.291666667,1,2.84,30.90666667,31.22333333,29.47833333,360.9333333,356.95,16.3515,21.0895,31.82,41.04,499.65
15/02/2002,15:24,51.5,1,9,0,6.188,2.771,0.231,87.25,1501,0.130333333,252.5,6.425,4.123333333,2.77,1,2.84,32.66666667,33.03166667,32.54333333,359.2166667,350.0333333,19.88033333,24.702,34.97666667,43.46333333,500.4166667
15/02/2002,15:34,63.5,1,9,0,6.484,2.827,0.257,87.24,1501,0.160333333,257.6666667,7.321666667,4.783333333,2.631666667,1,2.84,32.735,33.055,32.68166667,359.8833333,349.1166667,21.131,26.71366667,37.03833333,46.82166667,500.3333333
15/02/2002,17:00,27.5,1,10,0,7.261,2.375,0.2,87.09666667,700,0.0827,357.5,-0.513666667,2.363333333,2.476666667,1,2.84,29.59666667,29.90166667,29.14166667,364.7666667,364.3,15.29933333,18.08883333,32.01666667,37.85333333,499.4833333
15/02/2002,17:09,51.5,1,10,0,6.986,2.315,0.182,87.11666667,200,0.105833333,295.5,3.31,2.508333333,2.073333333,1,2.84,28.77166667,29.06333333,27.64833333,365.2166667,360.1666667,15.91666667,18.8675,34.93666667,41.42166667,499.6
15/02/2002,17:21,75.5,1,10,0,6.011,2.925,0.239,87.14666667,200,0.1025,304.3333333,2.72,2.308333333,1.971666667,1,2.84,28.20166667,28.43666667,27.13166667,364.6833333,360.45,16.0515,18.771,36.42666667,42.60166667,499.6
6/05/2002,9:52,3.5,1,3,0,6.83,2.146,0.172,87.62333333,60,0.236,335.5,3.773333333,1.68,0.665833333,1,2.84,14.28833333,14.43333333,14.28,372.5166667,367.2666667,9.048833333,11.04366667,48.50833333,59.20166667,500.3666667
6/05/2002,9:58,15.5,1,3,0,5.736,2.908,0.209,87.62833333,60,0.149333333,319.3333333,3.793333333,1.141666667,0.6945,1,2.84,14.24833333,14.355,14.29833333,371.2666667,366.2166667,9.386666667,10.7395,50.45333333,57.72166667,500.4
6/05/2002,10:06,27.5,1,3,1,4.715,3.111,0.235,87.63,61,0.284833333,338.8333333,3.631666667,1.85,0.615833333,1,2.84,14.44333333,14.55833333,14.45,370.15,365,9.631833333,11.822,51.12833333,62.75166667,500.4166667
6/05/2002,10:13,39.5,1,3,1,4.351,3.345,0.238,87.62833333,61,0.3435,340.8333333,4.053333333,2.13,0.599166667,1,2.84,14.44666667,14.555,14.46166667,371.45,365.65,9.506833333,12.02866667,50.44333333,63.82166667,500.3333333
6/05/2002,10:25,ac1,1,3,0,7.312,2.089,0.17,87.64,1499,0.12,229.9532746,8.198188923,1.033886826,0.776714286,1,2.84,15.04285714,15.02428571,15.37285714,360.2857143,350.2714286,10.01428571,9.913,50.62714286,56.88857143,500.2857143
